Loan Amount,Funded Amount,Funded Amount Investor,Term,Home Ownership,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Last week Pay,Accounts Delinquent,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit
8942,31534,9150.341505,59,72013.38112,37.18960116,1,0,10,0,14920,70.08231993,6,1178.955231,0.0581193109999999,4.306010735,0.70257396,0,80,0,21,165787,10673
8982,9829,13185.17363,59,54468.81549,25.9860602,0,0,10,0,2550,18.38530504,23,1424.561929,17.0369817,2.915474342,0.459139134,0,12,0,37,33962,6545
28233,25154,20750.66364,59,66181.91096000001,29.05949964,0,0,10,0,6294,37.13279875,11,237.2116546,0.044263067,5.491128467,0.93799587,0,19,0,48,172324,58486
18745,27411,16768.24726,59,116956.8578,37.0985638,2,0,11,0,2314,45.68751107,14,811.0415333999999,0.003005588,5.499757744,0.125747622,0,52,0,42,304293,20814
15242,13365,8867.596194,58,95492.9238,36.86544658,0,0,27,0,7985,64.59464144,20,4989.84892,0.050543632,1.005444511,0.832360628,0,60,0,30,269327,26657
17329,21267,8160.975769,59,105837.5282,26.60821618,1,0,11,0,3263,79.94493696,6,2867.372579,37.84934893,2625.728404,0.305803714,0,6,0,34,32560,50321
25424,20919,24952.34128,58,37274.57244,38.57116156,0,0,11,0,11626,71.06317548,18,1310.12367,0.036017995,9.511658294,0.940984508,0,77,0,56,431417,26122
9752,8951,10050.10284,59,83044.99149,19.83133607,0,0,16,0,10053,11.06368057,28,5780.943769,0.007258865,2.71100564,0.953079729,0,3,0,17,21787,24476
13578,30118,12275.98443,59,83508.21312,15.35367822,0,0,18,0,1160,60.02262394,26,563.5397482999999,15.56468419,0.164760691,1.039588758,0,80,0,58,356113,8684
19703,12016,5742.315649,58,51182.630110000006,16.65643274,1,0,9,0,287,52.88408116,20,2405.338465,0.025263441,1.664547377,1.128022504,0,104,0,39,374651,19357
3312,10236,26295.49221,59,179433.4752,34.70175353,0,1,18,0,6204,44.31648647,14,625.8680813,0.074035834,7.096676862000001,41.53972348,0,51,0,39,108682,34995
18662,11612,16692.3696,58,243950.1671,16.38128812,1,0,10,0,10384,79.45698406,8,239.5878309,0.115331121,9.188684704,0.724539631,0,76,0,39,195385,21983
7553,14731,8494.195029999999,58,81541.33809,25.96306938,0,0,8,1,2554,12.60736918,21,216.4667561,0.060114867,5.764166159,0.170311816,0,106,0,1244,24532,84061
17060,11625,10751.04071,58,91849.3576,34.02983164,0,0,12,0,5676,52.28213947,27,11697.92019,0.057274499,5.922798514,0.496870767,0,51,0,54,246541,6343
10106,33111,32097.158560000003,59,82609.66337000001,30.76330683,0,0,13,1,5344,54.98419178,9,1758.647515,0.018553397,1.03641898,0.733067626,0,24,0,44,224746,5320
17071,15344,18804.08661,58,135695.3929,8.08472291,0,0,14,0,25471,41.65421358,36,830.7317335,0.041341401,1.6595312619999998,0.7793185640000001,0,25,0,20,270852,23641
8928,21024,9992.332898,36,44588.59978,12.13649885,5,1,11,0,997,89.00863277,10,1467.898269,0.007470602,5.873424295,1.039505944,0,9,0,13,11448,5712
7957,21834,24133.01153,59,19955.46156,18.25403474,0,0,5,0,4594,50.24881471,15,3620.177668,0.03679016,0.230033473,0.4250136539999999,1,77,0,39,107596,18255
27395,10635,16396.05977,58,69290.08743,31.59724521,0,0,14,0,1624,16.15831852,19,1984.859689,0.0636732129999999,3.553521307,0.162783606,0,141,0,9,188813,5252
13584,33897,21648.50225,58,60357.00154,8.729266383999999,0,0,25,0,14076,62.67929076,25,5.521208352,0.0402991289999999,6.202131239,0.473000792,0,36,0,19,303402,13159
15801,30353,13313.96963,59,78628.23145,15.83023605,1,0,9,0,25919,40.96745093,20,2108.473976,9.985695152,3.735991823,0.533958379,0,71,0,21,30882,26521
29226,27793,11725.14957,58,46152.7606,36.16964868,8,0,15,0,12721,48.56989449,13,198.6139189,0.084591695,1.096892473,0.611692081,0,74,0,50,143613,20182
20591,16114,6949.906642,58,59319.08108,33.55647808,0,0,21,0,18948,47.56735436,12,447.4755352,0.027053755,6.245481308,0.241563909,0,61,0,1483,72907,7286
10229,29139,15283.44196,58,150862.5336,13.61422077,0,0,12,0,7450,27.78271546,19,704.631979,0.013301203,1.475738063,0.844669531,0,77,0,27,203676,35252
14473,12190,13011.26476,58,31743.69754,19.83424582,0,0,12,0,14235,16.40238449,9,1947.03041,0.041746167,3.382132953,0.567591555,0,92,0,28,216305,24997
13768,15153,20663.36805,59,46401.91597,16.96970575,0,0,15,0,9016,48.95168232,25,470.258763,0.071786715,1.874106968,0.964749451,0,154,0,54,57609,11614
14240,15008,5861.201255,59,83663.87391000001,27.74561028,1,0,15,2,6724,0.7317009320000001,12,1996.2679100000005,0.00513748,5.562590267999999,1.476138758,0,93,0,49,40330,11283
8510,17217,5368.947196,59,48662.37504,14.01394612,2,0,9,0,1184,48.89481197,20,4591.158696,17.44325456,0.4317599079999999,0.835035216,0,16,0,10,187461,31702
9825,21144,16647.12248,59,84436.61361,11.09270273,0,0,5,0,6350,10.52800296,36,696.3776309,0.028108686,1.424323403,0.124109297,0,104,0,24,36920,2888
21054,6186,9929.531648,58,44281.38858,24.38485707,0,0,16,0,6183,43.34994337,6,4905.636228,0.0567319659999999,1.001923026,1.172188872,0,14,0,25,18467,1426
4701,19122,14156.21451,58,76597.03022999999,23.54602839,0,0,14,0,26303,54.93671673,10,2097.772998,0.087078377,5.401537384,0.94185895,0,57,0,28,361151,15322
23572,9680,21383.88244,58,208021.8934,21.55046045,2,0,6,0,6997,35.02165801,32,2221.677249,0.079328977,2.319884112,0.300056654,0,9,0,54,28688,35997
14586,23247,15465.55917,58,56912.79844,11.37743995,0,0,17,0,16274,60.99755244,7,1235.308312,0.07369342,0.8427471409999999,0.596733959,0,71,0,18,414925,1793
9807,7152,11293.17065,59,100680.0627,15.46465277,0,0,13,0,2782,61.99426170000001,9,818.4400005,0.110880622,6.25471831,0.670771432,0,3,0,43,90823,15343
1826,10847,26294.43555,59,41696.86173,15.97781868,0,0,13,0,6530,51.65034296,35,5072.031522,30.2179223,3.1940481380000003,0.870753021,0,94,0,31,219285,7368
18805,10278,21356.23373,59,65689.86722999999,28.24972228,2,0,4,0,1406,47.45052485,16,3269.691214,0.06141059,3.52127995,0.92643853,0,47,0,38,217081,12263
10172,16454,25679.73831,59,178546.076,36.8488606,1,0,8,0,43531,45.25101187,4,406.3618622,0.002550453,5.179500041,0.560428819,0,79,0,28,212867,45799
13341,6828,9233.930605,59,90507.52328,19.60226839,1,0,9,0,1099,71.54075594,16,565.9580115,0.0431675559999999,1.851257759,1.081644895,0,11,0,36,239449,26652
16568,20075,21162.03619,59,44044.58392,15.32723326,0,0,13,0,13247,52.70518651,17,1089.711333,0.00602265,8.109575337,1.446342535,0,33,0,19,141903,9128
14181,12421,10326.76873,36,56647.39415,27.55851664,0,0,14,0,7221,93.65913499,4,8708.970809,0.011450878,2.471784826,1.06709186,0,47,0,47,229327,20897
30019,21958,14846.79494,59,116575.1024,22.76486333,1,0,13,0,4444,65.73821333,19,262.80799440000004,0.081466108,1.165049226,0.4160952979999999,0,73,0,55,184684,51429
19682,11809,19867.58322,59,97697.26407,21.81495828,0,0,12,0,1807,1.5742877,22,930.4770507,0.059293688,2.930377497,1.37067725,0,47,0,46,71667,32996
15637,29066,22678.61557,59,127707.933,14.11668604,0,0,14,0,5509,3.813639721,15,4025.21761,0.133137917,0.971962192,0.215676299,0,71,0,28,43986,9490
5641,9326,8442.168845,59,33602.75061,27.61859206,0,0,13,0,5160,85.04797796,18,1726.965805,0.010751479,4.58672982,0.757077509,0,107,0,27,440078,18501
10801,6577,13221.90884,59,94822.67915,34.62008511,0,0,14,0,6419,66.83460287,4,3880.936359,0.041631699,7.933644602999999,1.1612892,0,14,0,40,46490,4367
12467,23320,9879.493033,58,124025.1123,17.83908183,0,0,28,0,2496,28.69560538,6,1609.291568,0.053444225,4.896367065,0.940346377,0,16,0,11,242973,7127
28887,32723,21245.52989,58,62733.04609,26.34888545,0,0,21,0,658,30.13282963,9,2393.159626,0.0457061359999999,2.150442552,0.611113727,0,16,0,6,335928,44087
27611,5793,6280.676553,59,35621.76898,26.81056155,0,0,8,0,20794,42.96310845,20,3440.136706,0.015958403,3.397339763,1.126549471,0,81,0,42,42562,27464
20190,7499,14111.567680000002,58,66201.2283,28.29945212,0,0,17,0,670,52.78902225,28,5568.22626,0.0459374809999999,7.363499997000001,0.8218470309999999,0,65,0,43,132325,2100
1379,30187,20945.06631,59,116710.5803,35.75161238,0,0,8,0,390,34.41753917,23,1449.049334,0.0013567929999999,0.306405802,0.900038598,0,14,0,45,280785,6355
22006,4855,10966.60285,59,64403.45268,11.73605146,0,0,13,0,5192,57.78755854,26,1941.971802,0.105824563,6.101290818,1.098624953,0,126,0,18,186105,9435
19262,7052,10585.82828,59,48860.01464,14.4096084,0,0,25,0,478,26.17441422,17,257.5674802,0.070888966,0.94534706,0.738055455,1,100,0,26,24966,41800
20025,17246,21136.40161,59,88492.07496,26.51999387,1,0,12,0,6662,34.65026939,11,2219.797981,0.078471937,3.295872949,1.119080033,0,151,0,46,141412,35045
25753,23075,12328.29294,59,112110.1712,26.16306221,0,0,14,0,10408,53.623550300000005,14,3104.993399,0.034605018,3.617797851,0.8189248179999999,0,152,0,17,328212,17492
19675,11955,8575.784173,59,44478.50576,9.510768715,0,0,13,0,2537,74.22291692,23,3319.146916,0.097862506,3.4478564210000004,1.188795918,0,110,0,22,177191,11300
5088,12643,24731.06057,59,40909.37134,20.15819619,0,0,17,0,586,56.99614183,10,951.5769814,0.039627062,6.496995171,0.232625403,0,89,0,54,341960,21195
16982,31259,11416.90327,58,102536.4019,23.27358637,0,0,12,0,12251,34.19453667,24,4725.1566490000005,0.108256369,6.246808347000001,0.164844965,0,69,0,32,90674,16567
16473,23196,6787.075585,58,104721.3972,14.5780081,0,0,14,0,2359,71.18433074,18,4267.762326,0.0821067509999999,2.733075799,1.364505186,0,45,0,53,428932,14968
30173,9500,11491.89078,59,87477.90345,24.75083841,0,1,9,0,5907,43.53196576,9,8618.779495,0.112521565,7.174373546,0.601781857,0,88,0,48,46128,5250
19803,11173,7738.002734999999,59,171098.1703,15.97193751,0,0,11,0,10221,38.46307634,16,2548.183101,0.009939238,1.683379276,0.976927135,0,79,0,36,69427,43242
20551,21170,12790.96102,59,68541.21845,14.17271455,0,0,11,0,4339,41.38183564,17,762.2115317,0.002314229,0.7831935309999999,0.995708155,0,18,0,13,246395,35798
7007,21087,32962.0675,58,53619.81686,37.22280478,0,2,7,1,4980,65.30700317,26,1618.972384,0.053158044,6.045461027000001,1.037194278,0,28,0,61,189391,102769
29834,14406,5442.25914,58,72084.83025,27.70779264,0,0,9,0,16593,63.60837567,17,5876.555722,0.065952281,1.775756766,0.35643354,0,27,0,19,163609,1337
7571,5788,6156.449597,59,44678.59375,21.63918916,0,0,11,0,1114,46.70667721,17,2123.733803,0.050266505,1.636982079,0.489741419,0,6,0,43,36291,51078
5740,19353,32192.63516,59,80398.43564,31.66143847,0,0,15,0,773,69.11683679,13,1075.386735,0.011880661,1.971094248,0.3426257689999999,0,79,0,1442,39528,11050
19787,8415,5158.821481,59,100764.0956,35.17714996,0,0,14,0,4989,64.41800291,17,1891.510263,0.0869851609999999,2.515712752,0.974450833,0,43,0,48,246485,10927
18669,10772,15297.52535,59,73906.83457,16.99477025,0,2,12,0,150,32.08975418,18,281.6119961,0.068889959,4.128937562,0.0070772119999999,0,158,0,31,284378,7996
8845,4318,22243.12572,58,56462.85486,36.59276073,2,0,10,0,2998,33.85841259,17,128.30722649999998,0.02023503,4.579043035,0.250502093,0,103,0,38,123645,7786
10718,11444,16548.749519999998,59,81732.15009,35.16508502,0,0,14,0,21470,35.68669555,12,479.3692802,0.019469283,280.8754714,26.00750293,0,64,0,43,549479,2963
4774,11205,13089.7421,59,45056.621,20.11696868,0,0,18,0,4102,69.2634994,34,649.2313947,0.025229006,1.836077084,0.353632836,0,124,0,31,38010,33079
20664,4887,33131.82606,59,137066.6901,35.43203708,0,0,10,0,10396,52.3028894,7,11770.89546,0.0290575839999999,3.2776198410000004,0.358819476,0,67,0,43,93208,8203
22153,12711,6392.863653,59,59894.29289,32.31596615,0,0,16,0,4626,68.26482638,21,1029.608989,0.026127538,7.014919,1.129027465,0,48,0,27,161091,12250
7307,9879,16484.28751,58,59541.41132000001,17.92843358,0,0,10,0,959,17.07690977,20,357.02433210000004,0.026009711,1.162205675,0.667397244,0,62,0,56,89768,16144
20338,11123,10883.72524,59,65819.04085,17.0810002,1,0,16,0,6549,84.4897345,27,1212.3270730000002,0.082880756,5.320994557,0.7769840370000001,0,130,0,25,633587,11529
16616,26195,24497.39645,59,80470.65712999999,26.08955251,0,1,13,0,3598,81.7513917,15,682.5287536000001,0.05657385,9.236529447,0.81015993,0,86,0,42,214530,11974
1988,32245,12717.42494,58,42583.57522,13.202796,1,0,9,0,6677,63.40557201,14,1406.488891,0.056956398,2.531170948,1.4281458180000002,0,159,0,51,263662,6960
11763,22777,11940.51979,59,52348.13152,22.77158451,0,0,6,0,3616,73.18165068,17,2463.155464,0.01226975,5.891573902999999,0.436667892,0,70,0,14,159406,20578
17418,6544,21088.74882,58,100834.0791,25.22854481,1,0,14,0,856,79.49465904,25,261.9602766,0.0240855629999999,7.936621417,0.955315172,0,79,0,39,31516,2098
8171,10494,16645.64882,59,38312.43147,8.72804782,0,0,10,0,385,71.65282853,4,890.193634,0.029105227,2.7929435380000003,0.982460076,0,15,0,21,14016,6758
6744,9933,21367.4865,36,77621.43238,12.63934624,0,2,12,0,971,66.99931202,24,1984.944276,0.071010007,6.097963058,0.6532067220000001,0,124,0,44,222742,5178
7629,5511,5850.222538,59,69805.3838,35.32117317,0,0,13,0,38288,49.94299004,8,11769.3585,0.092239384,0.255281548,0.1778353889999999,0,140,0,37,169274,15721
9129,31309,17022.87984,58,38676.9351,15.93139037,0,0,12,0,5223,63.44583742,18,12316.09643,0.013978872,2.201515704,0.635412933,0,55,0,13,48568,5189
15484,7061,9201.519101,59,58379.31084,35.14370756,0,0,8,1,946,52.79314998,28,2629.434596,0.02654825,0.66567236,0.8537911009999999,0,159,0,29,228357,1947
26290,8209,16749.283030000002,59,211137.5486,18.20341249,0,0,8,0,9328,80.4544529,45,1744.769441,0.0364179129999999,5.065793277,0.494049972,0,126,0,43,320579,15194
21782,26961,16731.172580000002,59,34014.50927,24.28188539,0,0,10,0,6092,59.70647329,23,1208.5198779999998,0.024743663,5.115730004,0.913461053,1,85,0,18,94472,19497
13951,21334,11992.49804,59,185426.8376,14.07051959,0,0,21,0,37008,57.20503924,21,1811.985623,0.038530691,3.428981899,0.266347691,0,155,0,11,268230,2325
9007,31125,7670.781409,58,78333.83768,37.19527481,1,0,14,0,5236,27.58636671,22,3424.7753060000005,0.077469429,0.6992163840000001,0.572520715,0,79,0,47,44873,24093
21912,13222,11721.3568,59,32299.8111,23.14711917,1,0,12,0,3383,59.61636097,18,877.1187369999999,0.087655822,0.914405882,0.505768391,0,129,0,32,145182,9749
30721,12668,16384.856,59,38721.51555,26.46322242,0,0,8,0,27,44.88198144,7,4964.1541,0.101267303,0.1916633639999999,0.58183299,0,72,0,35,20935,11896
18625,31761,12265.55879,59,116367.2118,38.26428238,1,2,13,0,1725,70.58591456,25,1252.572707,23.85197096,2.94879633,0.776290677,0,0,0,55,351192,5634
28749,11228,20522.778,59,79773.3839,15.69745326,0,0,18,0,3298,79.2339678,15,369.5880248,0.015804301,1.6704281000000003,0.673300163,0,59,0,29,105219,54253
19518,23392,12956.44748,36,70060.75813999999,33.1508835,0,0,13,0,8966,62.82290201,12,1488.781298,0.0304166229999999,5.780259044,0.923759451,0,1,0,40,77269,12699
19207,12673,16851.33885,59,66389.33069,17.02259541,0,0,20,0,1510,83.87882267,27,3121.174809,0.057014845,3.613683989,0.560697088,0,113,0,47,78866,6666
12993,11333,3842.057858,58,39348.28189,24.53526828,1,0,13,0,10238,70.65921625,20,9839.498873,0.049255904,1.06082525,1.389740711,0,15,0,315,50625,3929
4228,24905,6245.675002,59,52949.76289,15.72803704,1,0,15,0,4310,61.42322853,19,430.3268059,0.074948952,2.470451772,1.5513647819999998,0,18,0,45,31096,23360
13178,22767,10209.33825,59,189877.3236,11.85014952,0,0,17,0,12871,46.84020955,13,1813.332812,0.026538507,3.912716955,0.21180431,0,147,0,498,403771,22470
4700,11504,16803.71278,59,72613.24466,28.99830075,0,0,19,0,1553,73.91657001,8,1668.710322,0.020743364,3.53916946,0.189371866,0,95,0,1283,224186,8909
21882,13596,8462.906362,59,64352.20347000001,30.182823,0,0,12,0,566,64.28294842,23,1462.075821,0.033586681,4.870642261,0.903986942,1,86,0,1665,353268,50538
22421,12109,17337.442769999998,58,79882.50633999999,27.04526213,0,0,18,0,2988,68.75538617,9,2738.226758,0.12019219,2.889859053,0.6511913189999999,0,75,0,41,139239,9251
4389,11268,25725.80115,58,48342.35203,34.58512492,0,0,12,0,701,84.38333895,23,364.1277083,0.003233887,4.079856213,0.684581711,1,152,0,51,290388,4741
5407,31167,14607.6114,59,72094.28217,23.30567552,0,0,11,0,1882,19.92557924,5,1247.319176,0.088082961,515.8125818,1.476798818,0,35,0,37,30849,36522
28976,16765,9562.936491,59,143812.0186,29.41333904,0,0,14,0,7037,60.34393031,33,1818.792178,0.016302618,2.605536554,0.8524530779999999,0,137,0,31,166458,95745
34375,10175,11051.08453,58,63312.49473,17.21470506,0,0,23,0,1416,53.27812976,17,2008.764164,0.041352688,7.513693896,0.226955193,0,111,0,41,255371,24678
3151,33771,20735.27715,59,37303.51844,33.84063314,0,0,11,0,4880,21.28195136,29,2506.770097,0.063019514,2.6386782980000003,0.530092091,0,76,0,53,75541,18139
9478,26506,22858.92942,58,144462.5575,15.95885952,0,1,27,0,1970,81.70029314,17,561.4922901000001,0.039834687,4.667889914,1.206234133,0,122,0,40,191358,56381
31216,13660,8407.943456,58,85642.37164,15.95622745,0,0,11,0,4341,89.90840968,6,2155.313952,0.120667189,3.58501846,0.7724445670000001,0,51,0,42,163262,38781
21880,26807,10953.35468,58,51523.00859,25.43661218,0,0,24,0,925,47.42476336,15,11325.73517,0.00052485,1.3864167230000002,0.6936148679999999,0,123,0,38,436850,29792
12684,3042,9398.408408,59,73981.84389,26.21726506,1,0,14,0,3653,76.52736800000001,20,2021.745196,0.025937992,6.915644557999999,0.498358205,0,86,0,39,286467,64291
21040,11104,14425.89045,59,49253.81853,13.32956121,0,0,12,0,23093,70.55061083,31,3342.089859,0.085751198,2.230624478,0.821152738,0,45,0,29,182015,36546
28277,10475,8119.558189,59,73098.59012000001,18.59755449,0,0,14,0,8500,42.70101782,26,464.8456781,0.032252679,1.676331327,1.062268608,0,108,0,43,227104,2039
10368,9481,6369.618159000001,58,62045.20977,35.8628078,0,0,15,0,9250,87.62634474,26,752.3515655,0.019935024,0.70248975,1.6826036030000002,0,23,0,47,152983,12531
32449,9939,11592.12631,58,32620.62045,17.07292929,0,0,17,0,536,39.64643422,25,629.3243213,0.01971003,2.229915535,0.743204071,0,38,0,11,96053,11812
11801,10181,21320.73162,59,39607.08271,33.16720688,0,0,12,1,5267,36.62584636,15,1317.120639,0.0184415039999999,6.473489702999999,0.450753672,0,15,0,26,124560,30067
23828,23871,13009.54204,58,59407.1539,29.408337100000004,0,0,11,0,16426,17.304170000000003,11,275.20059360000005,0.058904986,3.468551422,1.3426346930000002,0,106,0,33,51261,2162
29194,7100,20301.1039,59,75676.64833,8.421055307,0,0,24,0,33307,86.6115523,17,8742.779661,0.0240459729999999,4.207368079,0.368665461,0,38,0,4,227428,7761
5456,6724,9859.111206,59,52260.37148,10.54447688,1,0,20,0,6944,47.61971861,13,278.1818133,0.0216394629999999,3.5893998860000003,0.275807631,0,77,0,32,46040,17270
21274,15793,13453.47745,59,37788.89194,30.23584451,0,0,19,0,3447,47.74601531,31,418.8082345,0.027530927,1.201753315,1.323429632,0,19,0,28,73970,26083
20118,20851,25424.1774,58,77130.78052,37.01322672,1,0,14,0,3813,17.2856657,9,3655.501847,0.047270701,6.29117931,0.290977278,0,73,0,48,40617,6192
9385,10328,19496.04274,59,73473.7235,11.0604179,0,0,9,0,3991,39.51500707,11,2369.3911420000004,0.108897438,1.085411452,0.501900353,0,99,0,28,172682,3162
10452,6157,7617.623993000001,59,72624.78434,34.56195188,0,0,8,0,10376,73.08891438,4,653.458529,0.0578805009999999,7.643575267,0.983369043,0,26,0,52,208075,44578
33497,10642,12372.25982,58,53750.68502999999,17.1449302,1,1,12,1,5756,16.03756754,15,538.1437315000001,14.23929957,4.451950561,0.021345655,0,91,0,49,259394,4801
17964,16965,8104.722287,58,107482.7692,18.09439097,0,0,26,0,6687,65.14322271,25,1786.07753,0.07562323,6.191196756,0.314087001,0,77,0,35,244244,28641
6774,31822,18611.20634,58,63936.53354,9.977281498,0,0,23,0,6475,9.125802897,10,9705.675471,0.1025802119999999,4.40605427,0.938652197,1,88,0,8,251782,15613
4579,21054,22987.35666,58,49547.96457,28.75505279,0,1,12,0,13,23.01515971,15,426.9319,24.60484608,3.86704965,0.365046681,0,24,0,20,22329,14196
5277,15992,8705.637766,59,73694.01984,23.97618683,0,0,9,0,11931,75.10707849,26,4501.795549,0.086426506,0.368907473,0.499398099,0,56,0,26,3141,24686
21493,26270,8266.89473,59,39966.43275,24.25069575,0,0,12,0,7444,67.56934504,8,326.0304183,0.051871035,8.102589612000001,0.614686551,0,148,0,24,35662,18265
9232,7384,32503.05017,59,76981.93611000001,30.84477724,0,0,7,2,10016,45.18510599,27,795.0563530000001,0.0283482579999999,2.854024237,0.976084827,0,94,0,7,101542,26940
31664,9206,10533.4701,59,20043.80491,28.91411961,0,0,8,0,10659,69.09458663,22,1496.463293,0.024860009,6.459495024,0.432929499,0,8,0,24,21093,34190
26706,7623,13642.579269999998,58,66624.50763,17.10339265,0,0,9,0,4313,44.84206835,25,554.4093819,0.070363664,1.164453635,0.19562772,1,66,0,44,410552,8353
15938,8042,2789.387729,58,116841.4272,20.60134737,0,0,10,0,6443,59.62511631,14,2708.3270260000004,0.072084065,5.714933397,1.487839622,0,143,0,4532,249502,7930
13992,22612,8477.094044,36,46360.37702,27.13832404,0,0,31,0,9847,57.94635597,20,2510.522904,0.0964803019999999,3.354675407,0.54429486,0,63,0,18,49642,7069
10984,33661,13401.41424,59,85026.83987000001,21.68891013,0,1,10,0,2560,58.31850431,29,3480.4967450000004,0.121447457,5.23956358,0.4805084,0,60,0,32,296303,18502
26890,12604,10175.50814,59,55090.84662999999,10.48588064,0,0,29,0,9210,10.02905102,11,5678.115533,0.041802132,1.99375782,1.252621656,0,8,0,52,17827,25284
14118,28751,14303.33277,59,69570.13737000001,25.15017401,1,1,8,0,1255,48.42624546,29,9195.944597,0.069394446,2.568642057,0.6886741609999999,0,66,0,42,228066,19911
21146,12597,15527.37654,59,92589.80351,18.51652503,0,0,12,1,6143,53.21547506,28,2415.919885,0.038536624,4.151588067,0.224630434,0,160,0,36,5048,129167
14979,7451,7122.409695,59,50648.96642,26.3191175,0,1,14,0,8007,55.13030479,16,1461.140466,0.023085802,2.507628975,0.280838762,0,52,0,35,145664,17347
15474,9433,17309.55075,59,45268.1597,31.70269014,0,0,12,0,19146,55.00314024,22,146.21439919999997,0.0822599609999999,1.597596637,0.288460035,0,141,0,37,108968,12713
3132,11941,11431.30815,59,34442.58418,8.794801391,1,0,32,0,6580,49.84886861,19,1306.469725,0.0139298169999999,6.107145302999999,0.976883045,0,133,0,18,52120,68984
29883,33002,10333.88183,58,43535.87742,13.52173814,0,0,13,0,30825,73.44564102,17,799.5003613,17.55837164,4.721014604,0.670007156,0,32,0,389,127052,10553
13769,32634,21245.56987,59,47813.90993,24.13356292,0,1,16,0,6969,87.19396351,5,4077.915123,0.02130346,3.968922166,1.473620291,0,101,0,49,55558,52966
3053,4881,15658.48375,58,70853.00171,30.15585521,0,0,9,0,14869,59.90874752,6,347.15002020000003,0.04895309,5.413469117000001,0.994926441,0,25,0,38,124550,52840
17878,7239,8650.416301000001,58,73996.13255,13.909577,0,0,30,0,9964,71.77687176,18,836.9056297000001,0.005376102,5.732729985,0.500813162,0,32,0,37,192803,3479
31615,9158,23371.85592,58,56921.10182,35.43431939999999,0,0,21,0,7500,60.97015484,15,2773.868555,0.04477715,5.36857215,0.5684673379999999,0,60,0,52,282686,3028
16451,13281,11035.17072,59,112814.1598,12.14486995,0,0,14,1,3442,65.08505637,5,534.5860897,0.010555838,6.949894933,0.793729883,0,124,0,35,143742,18735
28099,11418,13400.46207,59,57151.9991,13.39973604,0,0,12,0,5210,20.05471609,16,406.1024958,0.017178401,5.624857379,0.245573575,0,83,0,36,98511,12867
8023,18935,12520.42562,59,38400.95996,36.84923388,0,1,15,0,3695,28.59938363,20,2147.198836,0.018203234,3.70918141,0.8763869129999999,0,112,0,13,242645,29624
30656,12942,7621.771056,59,50013.80748,9.848967352,0,0,14,0,7905,24.50728665,26,982.1565857,0.115263794,6.3554396760000005,0.40421309,0,127,0,526,60326,15272
19757,8350,14438.4646,58,80010.5892,26.65322392,0,0,5,0,13804,55.09617667,16,3891.231286,0.021467465,0.269442237,0.6097724379999999,0,59,0,10,69604,20932
22336,9825,12898.10597,59,45856.16727,25.95882682,0,0,13,0,4333,32.09645162,20,223.0100563,0.028685144,6.069153582999999,0.907700024,0,20,0,37,15532,4184
15318,21179,12330.96111,58,146371.781,11.72315677,0,0,24,0,7631,56.05313808,25,1429.84088,0.051169097,3.725613626,0.7961869979999999,0,50,0,42,63973,2934
6111,13681,11975.17026,58,82377.32276,32.66559476,2,0,14,0,5694,54.12734356,9,695.2230891,0.061939981,2.588134053,1.305382328,0,56,0,31,62418,8874
6598,32635,4304.875997,59,163367.1873,16.47535152,1,1,10,0,9438,63.78365003,13,1660.065969,0.0494034659999999,1.905896783,0.887136762,0,64,0,11,139262,35025
15398,17134,17131.27075,59,73968.25131,23.43608457,0,0,15,0,196,46.20306025,11,2672.790881,0.039534085,4.221075696000001,0.713203205,0,39,0,49,51554,8623
33359,13660,7722.184826999999,59,117793.6774,22.98101036,0,0,21,0,2546,45.0699449,16,663.2220053,8.928304045,0.19281773,0.7865886670000001,0,56,0,23,51151,11164
5901,32079,14842.683830000002,59,78404.53496,23.18496585,0,0,11,0,5185,24.19920826,18,496.8372464,27.7341988,2.504563387,1.154376596,0,65,0,54,205911,20299
29420,7608,21745.61197,59,176739.6493,26.91079889,0,0,13,0,5857,62.51980803,24,396.8903466,0.118106238,8.028694423,0.857300823,0,18,0,27,39063,20745
9410,22575,22940.56225,58,60087.97796,15.529633,0,2,9,0,4958,51.42113366,20,637.7429417000001,0.033279209,5.119787449,1.662509987,0,54,0,43,22076,9110
2761,30106,8151.049290999999,36,87303.16582000001,23.48740927,0,0,11,1,3152,46.2804471,10,1851.286523,0.06347536,3.0068798880000003,0.442964876,0,153,0,22,407586,26574
6816,8347,11091.21863,59,84863.14331,17.43075941,0,0,7,0,2591,39.94450978,20,62.09132370000001,0.034563834,2.9282792910000004,1.136417005,0,35,0,34,151762,83565
3555,11442,13895.39505,59,41353.34506,18.25683246,0,0,15,0,1125,20.57349515,9,1325.860272,0.0452958,8.469920891000001,1.078750151,0,90,0,51,549387,19218
9538,30688,19371.51579,59,117503.1486,27.50004997,2,0,14,0,4861,69.32547533,16,158.1647073,0.045157598,3.94399176,0.992665046,0,64,0,15,20656,6090
16862,12092,14945.310780000002,59,61114.22613,28.04091337,0,0,15,0,3420,53.47049655,29,239.88224810000003,0.053123943,3.3560673660000004,1.110354393,0,111,0,39,448522,8498
